ts	stub_class	referenced_by
2026-08-14T03:52:26.653036+00:00	SearchData	InvalidByteMatcher
2026-08-14T03:52:26.653310+00:00	UserInputByteMatcher	InvalidByteMatcher
2026-08-14T04:00:00.000000+00:00	FoundStringDefinedState	FoundString
2026-08-14T04:00:00.000000+00:00	FoundString	FoundStringCallback
2026-08-14T04:07:22.073932+00:00	Sequence	ByteStreamCharMatcher
2026-08-14T04:07:22.073932+00:00	AbstractStringDataType	Sequence
2026-08-14T04:12:03.518087+00:00	MachHeader	LoadCommand
2026-08-14T04:12:03.518696+00:00	SegmentCommand	LoadCommand
2026-08-14T04:12:03.522556+00:00	FlatProgramAPI	LoadCommand
2026-08-14T04:20:58.087917+00:00	CodeSignatureCodeDirectory	CodeSignatureBlobParser
2026-08-14T04:20:58.088126+00:00	CodeSignatureGenericBlob	CodeSignatureBlobParser
2026-08-14T04:20:58.088347+00:00	CodeSignatureSuperBlob	CodeSignatureBlobParser
2026-08-14T04:20:58.088500+00:00	CodeSignatureBlobIndex	CodeSignatureBlobParser
2026-08-14T04:20:58.088700+00:00	Program	CodeSignatureBlobParser
2026-08-14T05:00:00.000000+00:00	MachHeader	MachoRelocation
2026-08-14T05:00:00.000000+00:00	RelocationInfo	MachoRelocation
2026-08-14T05:00:00.000000+00:00	Section	MachoRelocation
2026-08-14T05:00:00.000000+00:00	NList	MachoRelocation
2026-08-14T05:00:00.000000+00:00	SymbolTableCommand	MachoRelocation
2026-08-14T05:00:00.000000+00:00	NumericUtilities	MachoRelocation
2026-08-14T05:14:01.914796Z	DyldChainedImport	DyldChainedFixups
2026-08-14T05:14:01.914796Z	DyldChainedImports	DyldChainedFixups
2026-08-14T05:14:01.914796Z	MachoProgramBuilder	DyldChainedFixups
2026-08-14T05:14:01.914796Z	MemoryBlockUtils	DyldChainedFixups
2026-08-14T05:30:12.951584+00:00	LinkEditDataCommand	DyldChainedFixupsCommand
2026-08-14T05:30:12.951584+00:00	DyldChainedFixupHeader	DyldChainedFixupsCommand
2026-08-14T05:30:12.951584+00:00	DyldChainedStartsInImage	DyldChainedFixupsCommand
2026-08-14T05:30:12.951584+00:00	DyldChainedStartsInSegment	DyldChainedFixupsCommand
2026-08-14T05:51:43.292607+00:00	DyldArchitecture	DyldCacheLoader
2026-08-14T05:51:43.292607+00:00	DyldCacheHeader	DyldCacheLoader
2026-08-14T05:51:43.292607+00:00	DyldCacheUtils	DyldCacheLoader
2026-08-14T05:51:43.292607+00:00	MemoryBlockUtils	DyldCacheLoader
2026-08-14T05:51:43.292607+00:00	DyldCacheProgramBuilder	DyldCacheLoader
2026-08-14T05:57:28.848750Z	ClassSearcher	ElfInfoProducer
2026-08-14T06:38:23.905322+00:00	RelocationFactory	LoaderRelocationHeader
2026-08-14T06:38:23.903775+00:00	StructConverterUtil	LoaderRelocationHeader
2026-08-14T06:44:57.537371+00:00	ExportedSymbol	LoaderInfoHeader
2026-08-14T06:44:57.537469+00:00	ExportedSymbolHashSlot	LoaderInfoHeader
2026-08-14T06:44:57.537575+00:00	ExportedSymbolKey	LoaderInfoHeader
2026-08-14T06:44:57.537781+00:00	ImportedLibrary	LoaderInfoHeader
2026-08-14T06:44:57.537906+00:00	ImportedSymbol	LoaderInfoHeader
2026-08-14T06:44:57.538919+00:00	SectionHeader	LoaderInfoHeader
2026-08-14T06:38:23.905322+00:00	SectionHeader	LoaderRelocationHeader
2026-08-14T06:56:09.636694+00:00	MemoryBlockUtils	UnixAoutProgramLoader
2026-08-14T06:56:09.636694+00:00	UnixAoutHeader	UnixAoutProgramLoader
2026-08-14T06:56:09.636694+00:00	UnixAoutRelocation	UnixAoutProgramLoader
2026-08-14T06:56:09.636694+00:00	UnixAoutRelocationTable	UnixAoutProgramLoader
2026-08-14T06:56:09.636694+00:00	UnixAoutStringTable	UnixAoutProgramLoader
2026-08-14T06:56:09.636694+00:00	UnixAoutSymbolTable	UnixAoutProgramLoader
2026-08-14T06:56:09.636694+00:00	MessageLog	UnixAoutProgramLoader
2026-08-14T07:12:26.772138+00:00	StructConverterUtil	FieldAnnotationsItem
2026-08-14T07:12:26.772279+00:00	AnnotationSetItem	FieldAnnotationsItem
2026-08-14T07:12:26.772871+00:00	DexHeader	FieldAnnotationsItem
2026-08-14T07:12:26.773318+00:00	DexUtil	FieldAnnotationsItem
2026-08-14T00:00:00.000000+00:00	TypeItem	ClassDefItem
2026-08-14T00:00:00.000000+00:00	TypeList	ClassDefItem
2026-08-14T00:00:00.000000+00:00	AnnotationsDirectoryItem	ClassDefItem
2026-08-14T00:00:00.000000+00:00	ClassDataItem	ClassDefItem
2026-08-14T00:00:00.000000+00:00	EncodedArrayItem	ClassDefItem
2026-08-14T00:00:00.000000+00:00	DexUtil	ClassDefItem
2026-08-14T00:00:00.000000+00:00	DexHeader	ClassDefItem
2026-08-14T07:29:22.125774+00:00	AndroidXmlConvertor	AndroidXmlFileSystem
2026-08-14T07:29:22.389252+00:00	ByteArrayProvider	AndroidXmlFileSystem
2026-08-14T07:39:12.400000+00:00	FileAttributes	SevenZipFileSystem
2026-08-14T07:39:12.410000+00:00	FileCacheEntry	SevenZipFileSystem
2026-08-14T07:39:12.420000+00:00	FileCacheEntryBuilder	SevenZipFileSystem
2026-08-14T07:39:12.430000+00:00	FileSystemIndexHelper	SevenZipFileSystem
