verdict	convention	pattern	dyn_uses	class	java_kind	concrete_impls	why	sample_sites
ok	ACCEPT	P5	26	ServiceListener	interface	214	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/framework/seam_stubs.rs:428 ghidra-rs/src/framework/plugintool/service_provider.rs:29 ghidra-rs/src/framework/plugintool/service_provider.rs:39
ok	ACCEPT	P4	26	LanguageTranslator	interface	3	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/program/seam_stubs.rs:1990 ghidra-rs/src/program/seam_stubs.rs:1998 ghidra-rs/src/program/database/overlay_space_db_adapter.rs:91
parked	PARK	P5	26	ActionContext	interface	92	decided PARK: parked: no convention decided, and re-asking is not wanted	ghidra-rs/src/docking/action_context.rs:14 ghidra-rs/src/docking/action_context.rs:147 ghidra-rs/src/docking/docking_context_listener.rs:11
blocked	ENUM	P3	25	ByteBlock	interface	3	decided ENUM, but the enum for `ByteBlock` does not exist yet -- `dyn ByteBlock` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/app/plugin/core/format/byte_block_info.rs:10 ghidra-rs/src/app/plugin/core/format/byte_block_info.rs:19 ghidra-rs/src/app/plugin/core/format/byte_block_info.rs:26
blocked	ARENA	P3	24	Memory	interface	3	decided ARENA, but the arena for `Memory` does not exist yet -- `dyn Memory` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/seam_stubs.rs:561 ghidra-rs/src/program/seam_stubs.rs:567 ghidra-rs/src/program/seam_stubs.rs:600
blocked	ENUM	P1	24	AssemblyParseToken	class	0	decided ENUM, but the enum for `AssemblyParseToken` does not exist yet -- `dyn AssemblyParseToken` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/app/plugin/assembler/sleigh/tree/assembly_parse_token.rs:60 ghidra-rs/src/app/plugin/assembler/sleigh/tree/assembly_parse_token.rs:68 ghidra-rs/src/app/plugin/assembler/sleigh/tree/assembly_parse_token.rs:70
ok		P5	24	TextFilter	interface	5	interface with 5 concrete implementers -- dyn is correct	ghidra-rs/src/docking/widgets/filter/inverted_text_filter.rs:10 ghidra-rs/src/docking/widgets/filter/inverted_text_filter.rs:15 ghidra-rs/src/docking/widgets/filter/inverted_text_filter.rs:29
blocked	GRAPH	P5	24	DebugSymbol	class	18	decided GRAPH, but the graph for `DebugSymbol` does not exist yet -- `dyn DebugSymbol` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/format/pe/debug/debug_symbol.rs:109 ghidra-rs/src/format/pe/debug/s_block32.rs:67 ghidra-rs/src/format/pe/debug/s_compile.rs:67
blocked	ENUM	P3	23	GenericAssembler	interface	2	decided ENUM, but the enum for `GenericAssembler` does not exist yet -- `dyn GenericAssembler` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/app/plugin/assembler/assembler.rs:379 ghidra-rs/src/app/plugin/assembler/assembler.rs:381 ghidra-rs/src/app/plugin/assembler/assembler_builder.rs:19
blocked	ENUM	P3	23	AbstractAssemblyResolutionFactory	class	2	decided ENUM, but the enum for `AbstractAssemblyResolutionFactory` does not exist yet -- `dyn AbstractAssemblyResolutionFactory` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/app/plugin/assembler/sleigh/expr/abstract_binary_expression_solver.rs:103 ghidra-rs/src/app/plugin/assembler/sleigh/expr/abstract_binary_expression_solver.rs:124 ghidra-rs/src/app/plugin/assembler/sleigh/expr/abstract_binary_expression_solver.rs:147
blocked	ENUM	P5	23	ComparisonItem	class	4	decided ENUM, but the enum for `ComparisonItem` does not exist yet -- `dyn ComparisonItem` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/app/merge/structures/comparison_item.rs:122 ghidra-rs/src/app/merge/structures/coordinated_structure_line.rs:39 ghidra-rs/src/app/merge/structures/coordinated_structure_line.rs:41
blocked	ENUM	P3	23	AuxPcodeEmulator	class	3	decided ENUM, but the enum for `AuxPcodeEmulator` does not exist yet -- `dyn AuxPcodeEmulator` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/pcode/emu/auxiliary/aux_emulator_parts_factory.rs:64 ghidra-rs/src/pcode/emu/auxiliary/aux_emulator_parts_factory.rs:70 ghidra-rs/src/pcode/emu/auxiliary/aux_emulator_parts_factory.rs:76
ok		P5	23	ElfRelocationType	interface	21	interface with 21 concrete implementers -- dyn is correct	ghidra-rs/src/format/elf/relocation/elf_relocation_type.rs:56 ghidra-rs/src/format/elf/relocation/aarch64_elf_relocation_type.rs:712 ghidra-rs/src/format/elf/relocation/arm_elf_relocation_type.rs:533
blocked	ENUM	P3	22	FixedKeyNode	class	3	decided ENUM, but the enum for `FixedKeyNode` does not exist yet -- `dyn FixedKeyNode` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/framework/seam_stubs.rs:684 ghidra-rs/src/framework/seam_stubs.rs:691 ghidra-rs/src/framework/db/fixed_key_interior_node.rs:42
blocked	ENUM	P3	22	AbstractPdb	class	3	decided ENUM, but the enum for `AbstractPdb` does not exist yet -- `dyn AbstractPdb` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/format/pdb2/pdbreader/symbol_records.rs:38 ghidra-rs/src/format/pdb2/pdbreader/symbol_records.rs:70 ghidra-rs/src/format/pdb2/pdbreader/symbol_records.rs:273
blocked	ENUM	P5	21	FieldKeyNode	interface	5	decided ENUM, but the enum for `FieldKeyNode` does not exist yet -- `dyn FieldKeyNode` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/framework/db/field_key_interior_node.rs:20 ghidra-rs/src/framework/db/field_key_interior_node.rs:91 ghidra-rs/src/framework/db/field_key_node.rs:86
ok		P5	20	EventType	interface	56	interface with 56 concrete implementers -- dyn is correct	ghidra-rs/src/framework/model/abstract_domain_object_listener_builder.rs:24 ghidra-rs/src/framework/model/abstract_domain_object_listener_builder.rs:210 ghidra-rs/src/framework/model/abstract_domain_object_listener_builder.rs:211
blocked	ARENA	P1	20	DBAnnotatedObject	class	0	decided ARENA, but the arena for `DBAnnotatedObject` does not exist yet -- `dyn DBAnnotatedObject` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/util/seam_stubs.rs:420 ghidra-rs/src/util/seam_stubs.rs:430 ghidra-rs/src/util/database/db_annotated_object.rs:66
blocked	ENUM	P3	20	PathFilter	interface	2	decided ENUM, but the enum for `PathFilter` does not exist yet -- `dyn PathFilter` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/trace/database/guest/db_trace_platform_manager.rs:331 ghidra-rs/src/trace/database/guest/internal_trace_platform.rs:177 ghidra-rs/src/trace/database/guest/internal_trace_platform.rs:186
blocked	ENUM	P3	19	LongKeyNode	class	3	decided ENUM, but the enum for `LongKeyNode` does not exist yet -- `dyn LongKeyNode` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/framework/seam_stubs.rs:264 ghidra-rs/src/framework/seam_stubs.rs:288 ghidra-rs/src/framework/seam_stubs.rs:292
blocked	ENUM	P5	19	Pointer	interface	10	decided ENUM, but the enum for `Pointer` does not exist yet -- `dyn Pointer` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/data/pointer_db.rs:122 ghidra-rs/src/program/model/lang/param_list_standard_out.rs:11 ghidra-rs/src/program/model/lang/param_list_standard_out.rs:16
blocked	ENUM	P5	19	ByteSequence	interface	4	decided ENUM, but the enum for `ByteSequence` does not exist yet -- `dyn ByteSequence` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/util/bytesearch/extended_byte_sequence.rs:28 ghidra-rs/src/util/bytesearch/extended_byte_sequence.rs:29 ghidra-rs/src/util/bytesearch/extended_byte_sequence.rs:30
blocked	STRUCT	P2s	19	TraceMemorySpace	interface	1	decided STRUCT, but `DBTraceMemorySpace` is not ported yet -- `dyn TraceMemorySpace` is the correct seam until it is	ghidra-rs/src/trace/database/memory/db_trace_memory_manager.rs:906 ghidra-rs/src/trace/database/memory/db_trace_memory_manager.rs:915 ghidra-rs/src/trace/database/memory/db_trace_memory_manager.rs:923
blocked	GRAPH	P5	19	AbstractMsSymbol	class	197	decided GRAPH, but the graph for `AbstractMsSymbol` does not exist yet -- `dyn AbstractMsSymbol` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/format/seam_stubs.rs:126 ghidra-rs/src/format/pdb2/pdbreader/symbol_records.rs:13 ghidra-rs/src/format/pdb2/pdbreader/symbol_records.rs:72
blocked	ENUM	P3	18	FieldKeyInteriorNode	interface	2	decided ENUM, but the enum for `FieldKeyInteriorNode` does not exist yet -- `dyn FieldKeyInteriorNode` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/framework/db/field_key_interior_node.rs:58 ghidra-rs/src/framework/db/field_key_interior_node.rs:106 ghidra-rs/src/framework/db/field_key_node.rs:13
blocked	STRUCT	P2s	18	TraceEquateSpace	interface	1	decided STRUCT, but `DBTraceEquateSpace` is not ported yet -- `dyn TraceEquateSpace` is the correct seam until it is	ghidra-rs/src/trace/database/symbol/db_trace_equate_manager.rs:25 ghidra-rs/src/trace/database/symbol/db_trace_equate_manager.rs:38 ghidra-rs/src/trace/database/symbol/db_trace_equate_manager.rs:45
blocked	ARENA	P3	17	BookmarkType	interface	2	decided ARENA, but the arena for `BookmarkType` does not exist yet -- `dyn BookmarkType` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/model/listing/bookmark_manager.rs:37 ghidra-rs/src/program/model/listing/bookmark_manager.rs:40 ghidra-rs/src/program/model/listing/bookmark_manager.rs:43
blocked	ENUM	P3	16	BlockStreamHandle	interface	2	decided ENUM, but the enum for `BlockStreamHandle` does not exist yet -- `dyn BlockStreamHandle` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/framework/db/buffers/block_stream_handle.rs:51 ghidra-rs/src/framework/db/buffers/buffer_file_handle.rs:69 ghidra-rs/src/framework/db/buffers/buffer_file_handle.rs:77
ok	ACCEPT	P5	16	ServiceProvider	interface	10	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/framework/plugintool/service_provider.rs:143 ghidra-rs/src/framework/plugintool/service_provider.rs:144 ghidra-rs/src/framework/plugintool/service_provider_decorator.rs:15
ok	ACCEPT	P3	16	CryptoProvider	interface	3	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/filesystem/gfilesystem/crypto/crypto_provider.rs:6 ghidra-rs/src/filesystem/gfilesystem/crypto/crypto_provider.rs:16 ghidra-rs/src/filesystem/gfilesystem/crypto/crypto_provider.rs:24
ok	ACCEPT	P5	16	ActionContextProvider	interface	375	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/app/context/navigation_action_context.rs:55 ghidra-rs/src/app/context/navigation_action_context.rs:57 ghidra-rs/src/app/context/program_location_supplier_context.rs:92
blocked	ENUM	P3	15	LongKeyRecordNode	class	2	decided ENUM, but the enum for `LongKeyRecordNode` does not exist yet -- `dyn LongKeyRecordNode` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/framework/seam_stubs.rs:270 ghidra-rs/src/framework/db/long_key_record_node.rs:30 ghidra-rs/src/framework/db/long_key_record_node.rs:33
blocked	ENUM	P5	15	InputBlockStream	interface	4	decided ENUM, but the enum for `InputBlockStream` does not exist yet -- `dyn InputBlockStream` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/framework/db/buffers/input_block_stream.rs:66 ghidra-rs/src/framework/db/buffers/buffer_file_handle.rs:59 ghidra-rs/src/framework/db/buffers/buffer_file_handle.rs:224
blocked	ENUM	P3	15	RefType	class	2	decided ENUM, but the enum for `RefType` does not exist yet -- `dyn RefType` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/code/data_db.rs:321 ghidra-rs/src/program/model/listing/data.rs:70 ghidra-rs/src/program/model/listing/data.rs:405
blocked	ENUM	P5	15	DisassemblerContext	interface	7	decided ENUM, but the enum for `DisassemblerContext` does not exist yet -- `dyn DisassemblerContext` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/model/lang/disassembler_context.rs:192 ghidra-rs/src/app/plugin/processors/sleigh/context_cache.rs:20 ghidra-rs/src/app/plugin/processors/sleigh/context_cache.rs:44
blocked	STRUCT	P2s	15	TraceStack	interface	1	decided STRUCT, but `DBTraceStack` is not ported yet -- `dyn TraceStack` is the correct seam until it is	ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map.rs:162 ghidra-rs/src/trace/model/trace.rs:1208 ghidra-rs/src/trace/model/trace.rs:1216
blocked	STRUCT	P2s	15	TraceLabelSymbol	interface	1	decided STRUCT, but `DBTraceLabelSymbol` is not ported yet -- `dyn TraceLabelSymbol` is the correct seam until it is	ghidra-rs/src/trace/database/guest/db_trace_platform_manager.rs:334 ghidra-rs/src/trace/database/guest/internal_trace_platform.rs:228 ghidra-rs/src/trace/database/guest/internal_trace_platform.rs:363
ok		P5	15	AbstractDBTracePropertyMap	class	5	interface with 5 concrete implementers -- dyn is correct	ghidra-rs/src/trace/database/property/db_trace_address_property_manager.rs:93 ghidra-rs/src/trace/database/property/db_trace_address_property_manager.rs:108 ghidra-rs/src/trace/database/property/db_trace_address_property_manager.rs:117
blocked	ENUM	P3	14	PlaceHolderLine	interface	3	decided ENUM, but the enum for `PlaceHolderLine` does not exist yet -- `dyn PlaceHolderLine` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/app/util/html/place_holder_line.rs:46 ghidra-rs/src/app/util/html/place_holder_line.rs:52 ghidra-rs/src/app/util/html/place_holder_line.rs:58
blocked	ENUM	P3	13	VarKeyNode	class	2	decided ENUM, but the enum for `VarKeyNode` does not exist yet -- `dyn VarKeyNode` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/framework/db/var_key_interior_node.rs:24 ghidra-rs/src/framework/db/var_key_interior_node.rs:28 ghidra-rs/src/framework/db/var_key_interior_node.rs:28
ok	ACCEPT	P3	13	FileSystemListener	interface	3	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/framework/client/repository_adapter.rs:64 ghidra-rs/src/framework/store/file_system_listener.rs:130 ghidra-rs/src/framework/store/file_system.rs:308
blocked	ENUM	P5	13	Constraint	class	4	decided ENUM, but the enum for `Constraint` does not exist yet -- `dyn Constraint` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/generic/constraint/constraint.rs:23 ghidra-rs/src/generic/constraint/constraint.rs:51 ghidra-rs/src/generic/constraint/constraint.rs:92
blocked	STRUCT	P2s	13	LifeSet	interface	1	decided STRUCT, but `DefaultLifeSet` is not ported yet -- `dyn LifeSet` is the correct seam until it is	ghidra-rs/src/trace/database/target/db_trace_object_val_path.rs:252 ghidra-rs/src/trace/database/target/db_trace_object_value_data.rs:156 ghidra-rs/src/trace/database/target/db_trace_object_value_r_star_tree.rs:78
unknown		P0	13	Occlusion	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/trace/model/trace_time_viewport.rs:10 ghidra-rs/src/trace/model/trace_time_viewport.rs:188 ghidra-rs/src/trace/model/trace_time_viewport.rs:197
blocked		P2s	13	TermMode	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/pty/pty_child.rs:41 ghidra-rs/src/pty/pty_child.rs:54 ghidra-rs/src/pty/pty_child.rs:75
ok	ACCEPT	P5	12	InjectPayload	interface	21	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/program/seam_stubs.rs:986 ghidra-rs/src/program/model/lang/inject_payload_sleigh.rs:209 ghidra-rs/src/program/model/lang/basic_compiler_spec.rs:224
blocked	ENUM	P3	12	RefList	class	2	decided ENUM, but the enum for `RefList` does not exist yet -- `dyn RefList` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/references/ref_list.rs:413 ghidra-rs/src/program/database/references/ref_list.rs:475 ghidra-rs/src/program/database/references/from_adapter.rs:47
blocked	ARENA	P2	12	ExternalManager	interface	1	decided ARENA, but the arena for `ExternalManager` does not exist yet -- `dyn ExternalManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/model/listing/program.rs:83 ghidra-rs/src/program/model/symbol/external_manager.rs:511 ghidra-rs/src/app/cmd/refs/remove_external_name_cmd.rs:240
ok		P5	12	DBFieldCodec	interface	24	interface with 24 concrete implementers -- dyn is correct	ghidra-rs/src/util/seam_stubs.rs:743 ghidra-rs/src/util/database/db_annotated_object.rs:49 ghidra-rs/src/util/database/db_annotated_object.rs:310
blocked	STRUCT	P2s	12	BooleanChangeAdapter	interface	1	decided STRUCT, but `ToToggleSelectionListener` is not ported yet -- `dyn BooleanChangeAdapter` is the correct seam until it is	ghidra-rs/src/app/services/debugger_trace_manager_service.rs:317 ghidra-rs/src/app/services/debugger_trace_manager_service.rs:320 ghidra-rs/src/app/services/debugger_trace_manager_service.rs:329
blocked	STRUCT	P2s	12	TraceLabelSymbolView	interface	1	decided STRUCT, but `DBTraceLabelSymbolView` is not ported yet -- `dyn TraceLabelSymbolView` is the correct seam until it is	ghidra-rs/src/trace/model/trace.rs:1294 ghidra-rs/src/trace/model/symbol/trace_label_symbol_view.rs:508 ghidra-rs/src/trace/model/symbol/trace_label_symbol_view.rs:831
blocked	STRUCT	P2s	12	TraceNamespaceSymbolView	interface	1	decided STRUCT, but `DBTraceNamespaceSymbolView` is not ported yet -- `dyn TraceNamespaceSymbolView` is the correct seam until it is	ghidra-rs/src/trace/model/trace.rs:1298 ghidra-rs/src/trace/model/symbol/trace_label_symbol_view.rs:511 ghidra-rs/src/trace/model/symbol/trace_namespace_symbol_view.rs:244
blocked	STRUCT	P2s	12	TraceClassSymbolView	interface	1	decided STRUCT, but `DBTraceClassSymbolView` is not ported yet -- `dyn TraceClassSymbolView` is the correct seam until it is	ghidra-rs/src/trace/model/trace.rs:1302 ghidra-rs/src/trace/model/symbol/trace_label_symbol_view.rs:514 ghidra-rs/src/trace/model/symbol/trace_reference.rs:203
blocked	ARENA	P5	12	TraceSymbolNoDuplicatesView	interface	4	decided ARENA, but the arena for `TraceSymbolNoDuplicatesView` does not exist yet -- `dyn TraceSymbolNoDuplicatesView` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/trace/model/trace.rs:1310 ghidra-rs/src/trace/model/symbol/trace_label_symbol_view.rs:520 ghidra-rs/src/trace/model/symbol/trace_reference.rs:211
blocked	STRUCT	P2s	12	TraceInstruction	interface	1	decided STRUCT, but `DBTraceInstruction` is not ported yet -- `dyn TraceInstruction` is the correct seam until it is	ghidra-rs/src/trace/model/memory/trace_memory_space.rs:299 ghidra-rs/src/trace/model/memory/trace_memory_space.rs:310 ghidra-rs/src/trace/model/listing/trace_code_operations.rs:325
ok		P5	12	VTProgramCorrelator	interface	11	interface with 11 concrete implementers -- dyn is correct	ghidra-rs/src/feature/seam_stubs.rs:842 ghidra-rs/src/feature/vt/api/main/vt_program_correlator.rs:66 ghidra-rs/src/feature/vt/api/main/vt_session.rs:29
blocked	ENUM	P1	11	PcodeInjectLibrary	class	0	decided ENUM, but the enum for `PcodeInjectLibrary` does not exist yet -- `dyn PcodeInjectLibrary` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/program_compiler_spec.rs:191 ghidra-rs/src/program/model/lang/param_list.rs:189 ghidra-rs/src/program/model/lang/basic_compiler_spec.rs:332
blocked	ARENA	P3	11	MemoryBlockSourceInfo	interface	2	decided ARENA, but the arena for `MemoryBlockSourceInfo` does not exist yet -- `dyn MemoryBlockSourceInfo` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/mem/sub_memory_block.rs:145 ghidra-rs/src/program/database/mem/sub_memory_block.rs:295 ghidra-rs/src/program/database/mem/address_source_info.rs:36
ok		P5	11	Task	class	169	interface with 169 concrete implementers -- dyn is correct	ghidra-rs/src/util/tracked_task_listener.rs:6 ghidra-rs/src/util/tracked_task_listener.rs:9 ghidra-rs/src/util/tracked_task_listener.rs:25
blocked	STRUCT	P2s	11	AssemblyResolvedError	interface	1	decided STRUCT, but `DefaultAssemblyResolvedError` is not ported yet -- `dyn AssemblyResolvedError` is the correct seam until it is	ghidra-rs/src/app/seam_stubs.rs:514 ghidra-rs/src/app/plugin/assembler/assembly_semantic_exception.rs:9 ghidra-rs/src/app/plugin/assembler/assembly_semantic_exception.rs:23
blocked	STRUCT	P2s	11	Assembler	interface	1	decided STRUCT, but `SleighAssembler` is not ported yet -- `dyn Assembler` is the correct seam until it is	ghidra-rs/src/app/plugin/assembler/assembler.rs:376 ghidra-rs/src/app/plugin/assembler/assembler_builder.rs:19 ghidra-rs/src/app/plugin/assembler/assembler_builder.rs:35
ok		P5	11	JitDefOp	interface	57	interface with 57 concrete implementers -- dyn is correct	ghidra-rs/src/pcode/seam_stubs.rs:1191 ghidra-rs/src/pcode/seam_stubs.rs:1192 ghidra-rs/src/pcode/seam_stubs.rs:1196
blocked	ARENA	P3	10	ReferenceManager	interface	2	decided ARENA, but the arena for `ReferenceManager` does not exist yet -- `dyn ReferenceManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/code/code_manager.rs:408 ghidra-rs/src/program/database/code/code_manager.rs:854 ghidra-rs/src/program/model/listing/program.rs:68
blocked	ARENA	P3	10	IntPropertyMap	interface	3	decided ARENA, but the arena for `IntPropertyMap` does not exist yet -- `dyn IntPropertyMap` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/properties/db_property_map_manager.rs:152 ghidra-rs/src/program/database/properties/db_property_map_manager.rs:192 ghidra-rs/src/program/model/listing/program_user_data.rs:74
blocked	ARENA	P1	10	PcodeDataTypeManager	class	0	decided ARENA, but the arena for `PcodeDataTypeManager` does not exist yet -- `dyn PcodeDataTypeManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/model/lang/constant_pool.rs:55 ghidra-rs/src/program/model/pcode/pcode_factory.rs:54 ghidra-rs/src/program/model/pcode/pcode_factory.rs:264
blocked	ENUM	P5	10	LocationTrackingSpec	interface	6	decided ENUM, but the enum for `LocationTrackingSpec` does not exist yet -- `dyn LocationTrackingSpec` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/debug/api/listing/debugger_listing.rs:43 ghidra-rs/src/debug/api/listing/debugger_listing.rs:98 ghidra-rs/src/app/services/debugger_listing_service.rs:30
blocked	ARENA	P1	10	DBTraceObjectManager	class	0	decided ARENA, but the arena for `DBTraceObjectManager` does not exist yet -- `dyn DBTraceObjectManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/trace/seam_stubs.rs:1367 ghidra-rs/src/trace/database/target/db_trace_object_val_path.rs:277 ghidra-rs/src/trace/database/target/db_trace_object_value_data.rs:183
blocked	STRUCT	P2s	10	TraceBreakpointSpec	interface	1	decided STRUCT, but `DBTraceBreakpointSpec` is not ported yet -- `dyn TraceBreakpointSpec` is the correct seam until it is	ghidra-rs/src/trace/model/trace.rs:247 ghidra-rs/src/trace/model/trace.rs:258 ghidra-rs/src/trace/model/breakpoint/trace_breakpoint_location.rs:45
blocked	STRUCT	P2s	10	TraceReferenceSpace	interface	1	decided STRUCT, but `DBTraceReferenceSpace` is not ported yet -- `dyn TraceReferenceSpace` is the correct seam until it is	ghidra-rs/src/trace/model/trace.rs:1181 ghidra-rs/src/trace/model/trace.rs:1188 ghidra-rs/src/trace/model/trace.rs:1195
blocked	GRAPH	P5	10	AbstractMsType	class	137	decided GRAPH, but the graph for `AbstractMsType` does not exist yet -- `dyn AbstractMsType` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/format/seam_stubs.rs:54 ghidra-rs/src/format/pdb2/pdbreader/tpi.rs:15 ghidra-rs/src/format/pdb2/pdbreader/tpi.rs:45
blocked	ENUM	P3	10	Translate	class	2	decided ENUM, but the enum for `Translate` does not exist yet -- `dyn Translate` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/decompiler/address/range.rs:177 ghidra-rs/src/decompiler/slghsymbol/space_symbol.rs:140 ghidra-rs/src/decompiler/space/addr_space.rs:56
ok		P5	9	DomainObjectAdapterDB	class	9	interface with 9 concrete implementers -- dyn is correct	ghidra-rs/src/framework/model/transaction_listener.rs:12 ghidra-rs/src/framework/model/transaction_listener.rs:15 ghidra-rs/src/framework/model/transaction_listener.rs:18
blocked	STRUCT	P2s	9	TimerCallback	interface	1	decided STRUCT, but `ExpiringTimerCallback` is not ported yet -- `dyn TimerCallback` is the correct seam until it is	ghidra-rs/src/generic/timer/timer_callback.rs:39 ghidra-rs/src/generic/timer/ghidra_timer.rs:38 ghidra-rs/src/generic/timer/ghidra_timer.rs:50
blocked	STRUCT	P2s	9	CodeBlockReference	interface	1	decided STRUCT, but `CodeBlockReferenceImpl` is not ported yet -- `dyn CodeBlockReference` is the correct seam until it is	ghidra-rs/src/program/seam_stubs.rs:1331 ghidra-rs/src/program/model/block/code_block_reference.rs:115 ghidra-rs/src/program/model/block/code_block_reference_iterator.rs:12
blocked	ENUM	P5	9	SubMemoryBlock	class	5	decided ENUM, but the enum for `SubMemoryBlock` does not exist yet -- `dyn SubMemoryBlock` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/mem/memory_map_db_adapter.rs:175 ghidra-rs/src/program/database/mem/memory_map_db_adapter.rs:515 ghidra-rs/src/program/database/mem/sub_memory_block.rs:130
blocked	ENUM	P5	9	TypeDef	interface	5	decided ENUM, but the enum for `TypeDef` does not exist yet -- `dyn TypeDef` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/data/data_type_utilities.rs:33 ghidra-rs/src/program/database/data/data_type_utilities.rs:165 ghidra-rs/src/program/database/data/data_type_utilities.rs:228
blocked	GRAPH	P5	9	IsfObject	interface	67	decided GRAPH, but the graph for `IsfObject` does not exist yet -- `dyn IsfObject` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/model/data/isf/isf_component.rs:16 ghidra-rs/src/program/model/data/isf/isf_component.rs:31 ghidra-rs/src/program/model/data/isf/isf_component.rs:54
blocked	STRUCT	P2s	9	ListenerErrorHandler	interface	1	decided STRUCT, but `DefaultListenerErrorHandler` is not ported yet -- `dyn ListenerErrorHandler` is the correct seam until it is	ghidra-rs/src/util/datastruct/privately_queued_listener.rs:46 ghidra-rs/src/util/datastruct/privately_queued_listener.rs:68 ghidra-rs/src/util/datastruct/listener_error_handler_factory.rs:8
blocked	STRUCT	P2s	9	DBCachedDomainObjectAdapter	class	1	decided STRUCT, but `DBTrace` is not ported yet -- `dyn DBCachedDomainObjectAdapter` is the correct seam until it is	ghidra-rs/src/util/database/db_cached_domain_object_adapter.rs:106 ghidra-rs/src/util/database/db_annotated_object.rs:46 ghidra-rs/src/util/database/db_annotated_object.rs:347
blocked	STRUCT	P2s	9	EuclideanHyperSpace	interface	1	decided STRUCT, but `ValueSpace` is not ported yet -- `dyn EuclideanHyperSpace` is the correct seam until it is	ghidra-rs/src/util/database/spatial/hyper/euclidean_hyper_space.rs:129 ghidra-rs/src/util/database/spatial/hyper/euclidean_hyper_space.rs:226 ghidra-rs/src/util/database/spatial/hyper/hyper_box.rs:18
blocked	ARENA	P1	9	AttributeManager	class	0	decided ARENA, but the arena for `AttributeManager` does not exist yet -- `dyn AttributeManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/util/graph/directed_graph.rs:54 ghidra-rs/src/util/graph/directed_graph.rs:57 ghidra-rs/src/util/graph/directed_graph.rs:60
blocked	STRUCT	P2s	9	WatchRow	interface	1	decided STRUCT, but `DefaultWatchRow` is not ported yet -- `dyn WatchRow` is the correct seam until it is	ghidra-rs/src/debug/api/watch/watch_row.rs:326 ghidra-rs/src/app/services/debugger_watches_service.rs:24 ghidra-rs/src/app/services/debugger_watches_service.rs:33
