class	kind	n_concrete	extension_point	concrete_implementers
JavaProjectPropertyTester	class	0	0	
JavaProperty	interface	9	0	BooleanJavaProperty,ByteJavaProperty,CharacterJavaProperty,DoubleJavaProperty,FloatJavaProperty,IntegerJavaProperty,LongJavaProperty,ObjectJavaProperty,ShortJavaProperty
JavaPropertyFactory	class	0	0	
JavaPropertyValue	class	2	0	BooleanPropertyValue,StringPropertyValue
JavaScriptInfoTest	class	0	0	
JavaScriptProvider	class	0	1	
JavaSourceFile	class	0	0	
JavaSourceLine	class	0	0	
JavaTraceRmiLaunchOffer	class	0	0	
JavaTraceRmiLaunchOpinion	class	0	1	
JavaVersion	class	0	0	
JavadocConverter	class	0	0	
JdiArch	class	0	0	
JdiArguments	class	0	0	
JdiBreakpointInfo	class	0	0	
JdiBreakpointType	enum	0	0	
JdiCause	interface	0	0	
JdiClientThread	class	0	0	
JdiCommands	class	0	0	
JdiConnector	class	0	0	
JdiConsoleOutputListener	interface	0	0	
JdiDebuggerPlatformOpinion	class	0	1	
JdiEventHandler	class	0	0	
JdiEventsListener	interface	1	0	JdiHooks
JdiEventsListenerAdapter	interface	1	0	JdiHooks
JdiExperimentsTest	class	0	0	
JdiHooks	class	0	0	
JdiManager	interface	1	0	JdiManagerImpl
JdiManagerImpl	class	0	0	
JdiMethods	class	0	0	
JdiReason	interface	0	0	
JdiStateListener	interface	0	0	
JdiTargetOutputListener	interface	0	0	
JdiThreadInfo	class	0	0	
JgtCursorRestoringPlugin	class	0	0	
JgtEdgeNavigationPlugin	class	0	0	
JgtGraphMouse	class	0	0	
JgtLayoutFactory	class	0	0	
JgtNamedLayout	class	0	0	
JgtNamedLayoutProvider	class	0	0	
JgtSatelliteGraphMouse	class	0	0	
JgtSelectingGraphMousePlugin	class	0	0	
JgtTidierTreeLayoutAlgorithm	class	0	0	
JgtTranslatingPlugin	class	0	0	
JgtUtils	class	0	0	
JgtVertexFocusingPlugin	class	0	0	
JitAllocationModel	class	0	0	
JitAllocationModelTest	class	0	0	
JitAnalysisContext	class	0	0	
JitBinOp	interface	0	0	
JitBoolAndOp	record	0	0	
JitBoolBinOp	interface	0	0	
JitBoolNegateOp	record	0	0	
JitBoolOrOp	record	0	0	
JitBoolUnOp	interface	0	0	
JitBoolXorOp	record	0	0	
JitBranchIndOp	record	0	0	
JitBranchOp	record	0	0	
JitBytesPcodeExecutorState	interface	2	0	JitDefaultBytesPcodeExecutorState,JitThreadBytesPcodeExecutorState
JitBytesPcodeExecutorStatePiece	class	0	0	
JitCBranchOp	record	0	0	
JitCallOtherDefOp	record	0	0	
JitCallOtherMissingOp	record	0	0	
JitCallOtherOp	record	0	0	
JitCallOtherOpIf	interface	0	0	
JitCatenateOp	record	0	0	
JitCodeGenerator	class	0	0	
JitCompiledPassage	interface	0	0	
JitCompiledPassageClass	record	0	0	
JitCompiler	class	0	0	
JitConfiguration	record	0	0	
JitConstVal	class	0	0	
JitControlFlowModel	class	0	0	
JitControlFlowModelTest	class	0	0	
JitCopyOp	record	0	0	
JitDataFlowArithmetic	class	0	0	
JitDataFlowBlockAnalyzer	class	0	0	
JitDataFlowExecutor	class	0	0	
JitDataFlowModel	class	0	0	
JitDataFlowModelTest	class	0	0	
JitDataFlowState	class	0	0	
JitDataFlowUseropLibrary	class	0	0	
JitDefOp	interface	0	0	
JitDefaultBytesPcodeExecutorState	class	0	0	
JitDirectMemoryVar	class	0	0	
JitFailVal	enum	0	0	
JitFloatAbsOp	record	0	0	
JitFloatAddOp	record	0	0	
JitFloatBinOp	interface	0	0	
JitFloatCeilOp	record	0	0	
JitFloatDivOp	record	0	0	
JitFloatEqualOp	record	0	0	
JitFloatFloat2FloatOp	record	0	0	
JitFloatFloorOp	record	0	0	
JitFloatInt2FloatOp	record	0	0	
JitFloatLessEqualOp	record	0	0	
JitFloatLessOp	record	0	0	
JitFloatMultOp	record	0	0	
JitFloatNaNOp	record	0	0	
JitFloatNegOp	record	0	0	
JitFloatNotEqualOp	record	0	0	
JitFloatRoundOp	record	0	0	
JitFloatSqrtOp	record	0	0	
JitFloatSubOp	record	0	0	
JitFloatTestOp	interface	0	0	
JitFloatTruncOp	record	0	0	
JitFloatUnOp	interface	0	0	
JitIndirectMemoryVar	enum	0	0	
JitInputVar	class	0	0	
JitInt2CompOp	record	0	0	
JitIntAddOp	record	0	0	
JitIntAndOp	record	0	0	
JitIntBinOp	interface	0	0	
JitIntCarryOp	record	0	0	
JitIntDivOp	record	0	0	
JitIntEqualOp	record	0	0	
JitIntLeftOp	record	0	0	
JitIntLessEqualOp	record	0	0	
JitIntLessOp	record	0	0	
JitIntMultOp	record	0	0	
JitIntNegateOp	record	0	0	
JitIntNotEqualOp	record	0	0	
JitIntOrOp	record	0	0	
JitIntRemOp	record	0	0	
JitIntRightOp	record	0	0	
JitIntSBorrowOp	record	0	0	
JitIntSCarryOp	record	0	0	
JitIntSDivOp	record	0	0	
JitIntSExtOp	record	0	0	
JitIntSLessEqualOp	record	0	0	
JitIntSLessOp	record	0	0	
JitIntSRemOp	record	0	0	
JitIntSRightOp	record	0	0	
JitIntSubOp	record	0	0	
JitIntTestOp	interface	0	0	
JitIntUnOp	interface	0	0	
JitIntXorOp	record	0	0	
JitIntZExtOp	record	0	0	
JitJvmTypeUtils	enum	0	0	
JitJvmTypeUtilsTest	class	0	0	
JitLoadOp	record	0	0	
JitLocalOutVar	class	0	0	
JitLzCountOp	record	0	0	
JitMemoryOutVar	class	0	0	
JitMemoryVar	interface	2	0	JitDirectMemoryVar,JitMemoryOutVar
JitMissingVar	class	0	0	
JitMpIntPerformanceExperiment	class	0	0	
JitNopOp	record	0	0	
JitOp	interface	0	0	
JitOpUpwardVisitor	interface	0	0	
JitOpUseModel	class	0	0	
JitOpUseModelTest	class	0	0	
JitOpVisitor	interface	0	0	
JitOutVar	interface	2	0	JitLocalOutVar,JitMemoryOutVar
JitPassage	class	0	0	
JitPassageDecoder	class	0	0	
JitPassageDecoderTestAccess	class	0	0	
JitPcodeEmulator	class	0	0	
JitPcodeEmulatorTest	class	0	0	
JitPcodeThread	class	0	0	
JitPhiOp	record	0	0	
JitPopCountOp	record	0	0	
JitRuntimeLibraryTest	class	0	0	
JitStoreOp	record	0	0	
JitSubPieceOp	record	0	0	
JitSynthSubPieceOp	record	0	0	
JitSyntheticOp	interface	0	0	
JitThreadBytesPcodeExecutorState	class	0	0	
JitType	interface	0	0	
JitTypeBehavior	enum	0	0	
JitTypeModel	class	0	0	
JitTypeModelTest	class	0	0	
JitUnOp	interface	0	0	
JitUnimplementedOp	record	0	0	
JitVal	interface	6	0	JitConstVal,JitDirectMemoryVar,JitInputVar,JitLocalOutVar,JitMemoryOutVar,JitMissingVar
JitVar	interface	5	0	JitDirectMemoryVar,JitInputVar,JitLocalOutVar,JitMemoryOutVar,JitMissingVar
JitVarScopeModel	class	0	0	
JitVarnodeVar	interface	5	0	JitDirectMemoryVar,JitInputVar,JitLocalOutVar,JitMemoryOutVar,JitMissingVar
Job	class	13	0	GTreeClearSelectionTask,GTreeClearTreeFilterTask,GTreeCollapseAllTask,GTreeExpandAllTask,GTreeExpandNodeToDepthTask,GTreeExpandPathsTask,GTreeFilterTask,GTreeLoadChildrenTask,GTreeRestoreTreeStateTask,GTreeSelectNodeByNameTask,GTreeSelectPathsTask,GTreeStartEditingTask,IncrementalLoadJob
JobApiNative	interface	0	0	
JohnsonCircuitsAlgorithm	class	0	0	
Json	class	0	0	
JsonDoclet	class	0	0	
JsonGraphExporter	class	0	1	
JsonPatch	class	0	0	
JsonPatchApplier	class	0	0	
JsonPatchApplierTest	class	0	0	
JsrTest	class	0	0	
JsrTestRun	class	0	0	
JumpTable	class	0	0	
JungDirectedGraph	class	5	0	DataExplorationGraph,FunctionCallGraph,FunctionGraph,SampleGraph,TestVisualGraph
JungDirectedVisualGraph	class	5	0	DataExplorationGraph,FunctionCallGraph,FunctionGraph,SampleGraph,TestVisualGraph
JungLayout	class	0	0	
JungLayoutProvider	class	0	1	
JungLayoutProviderFactory	class	0	0	
JungPickingGraphMousePlugin	class	1	0	VisualGraphPickingGraphMousePlugin
JungToGDirectedGraphAdapter	class	0	0	
JungWrappingVisualGraphLayoutAdapter	class	4	0	JungLayout,SampleGraphJungLayout,SampleGraphLayout,TestGraphLayout
JunitTestScan	class	0	0	
JvmLocal	record	0	0	
JvmSwitchAnalyzer	class	0	1	
JythonCodeCompletionFactory	class	0	0	
JythonCodeCompletionTest	class	0	0	
JythonInterpreterTest	class	0	0	
JythonPlugin	class	0	1	
JythonPluginExecutionThread	class	0	0	
JythonPluginInputThread	class	0	0	
JythonPluginTest	class	0	0	
JythonScript	class	0	0	
JythonScriptExecutionThread	class	0	0	
JythonScriptInfoTest	class	0	0	
JythonScriptProvider	class	0	1	
JythonScriptTest	class	0	0	
JythonStubScriptProvider	class	0	1	
JythonUtils	class	0	0	
KBagTag	class	0	0	
KandL	class	0	0	
KbEnabledState	record	0	0	
KdDebuggerData	class	0	0	
KeepTreeState	class	0	0	
KernelFileSystem	class	0	1	
KeyBindingData	class	0	0	
KeyBindingInputDialog	class	0	0	
KeyBindingOverrideKeyEventDispatcher	class	0	0	
KeyBindingPrecedence	enum	0	0	
KeyBindingType	enum	0	0	
KeyBindingUtils	class	0	0	
KeyBindingUtilsTest	class	0	0	
KeyBindingsInfo	class	0	0	
KeyBindingsManager	class	0	0	
KeyBindingsModel	class	0	0	
KeyBindingsPanel	class	0	0	
KeyBindingsTest	class	0	0	
KeyEntryDialog	class	0	0	
KeyEntryDialogTest	class	0	0	
KeyEntryListener	interface	1	0	KeyBindingInputDialog
KeyEntryPanel	class	0	0	
KeyEntryTextField	class	0	0	
KeyIndexableSet	interface	2	0	EdgeSet,VertexSet
KeyPath	class	0	0	
KeyPathTest	class	0	0	
KeyRange	class	0	0	
KeySpan	interface	0	0	
KeyStorePasswordProvider	interface	4	0	DefaultClientAuthenticator,HeadlessClientAuthenticator,PasswordClientAuthenticator,PopupKeyStorePasswordProvider
KeyToRecordIterator	class	0	0	
KeyValueTable	class	0	0	
KeyboardNavigationScreenShots	class	0	0	
KeyedObject	interface	2	0	Edge,Vertex
KeyedObjectFactory	class	0	0	
KitchenSinkPlugin	class	0	1	
KldrDataTableEntry	class	0	0	
KnotLabelPanel	class	0	0	
KnotRecord	class	0	0	
Krb5ActiveDirectoryAuthenticationModule	class	0	0	
LCSTest	class	0	0	
LEB128	class	0	0	
LEB128DataTypeTest	class	0	0	
LEB128Info	class	0	0	
LEB128Test	class	0	0	
LRUMap	class	1	0	LRUSet
LRUMapTest	class	0	0	
LRUSet	class	0	0	
LSDAActionRecord	class	0	0	
LSDAActionTable	class	0	0	
LSDACallSiteRecord	class	0	0	
LSDACallSiteTable	class	0	0	
LSDAHeader	class	0	0	
LSDATable	class	0	0	
LSDATypeTable	class	0	0	
LSHBinner	class	0	0	
LSHCosineVector	class	1	0	LSHCosineVectorAccum
LSHCosineVectorAccum	class	0	0	
LSHException	class	0	0	
LSHMemoryModel	enum	0	0	
LSHMultiHash	class	0	0	
LSHTokenizer	class	0	0	
LSHTokenizerFactory	class	0	0	
LSHVector	interface	2	0	LSHCosineVector,LSHCosineVectorAccum
LSHVectorEqualityTest	class	0	0	
LSHVectorFactory	class	2	0	Base64VectorFactory,WeightedLSHCosineVectorFactory
LVALong	class	0	0	
LVALongTest1	class	0	0	
LVALongTestMinimal	class	0	0	
LValInternal	interface	6	0	DefaultVar,DerefExpr,FieldExpr,IndexExpr,LangVar,LocalVar
LZ4ArchiveFileSystem	class	0	1	
LZ4FrameFileSystem	class	0	1	
Lab3Script	class	0	0	
Lab4Script	class	0	0	
Lab5Script	class	0	0	
Label	class	0	0	
Label16MsSymbol	class	0	0	
Label32MsSymbol	class	0	0	
Label32StMsSymbol	class	0	0	
LabelActionTest	class	0	0	
LabelCategoryNode	class	0	0	
LabelCodeUnitFormat	class	0	0	
LabelDataScript	class	0	0	
LabelDirectFunctionReferencesScript	class	0	0	
LabelFieldFactory	class	0	1	
LabelFieldFactoryTest	class	0	0	
LabelFieldLocation	class	0	0	
LabelFieldMouseHandler	class	0	1	
LabelFieldSearcher	class	0	0	
LabelFieldSymbolLoader	class	0	0	
LabelHighlighterMatcher	class	0	0	
LabelHistory	class	0	0	
LabelHistoryAction	class	0	0	
LabelHistoryAdapter	class	2	0	LabelHistoryAdapterNoTable,LabelHistoryAdapterV0
LabelHistoryAdapterNoTable	class	0	0	
LabelHistoryAdapterV0	class	0	0	
LabelHistoryDialog	class	0	0	
LabelHistoryInputDialog	class	0	0	
LabelHistoryListener	interface	1	0	LabelHistoryDialog
LabelHistoryPanel	class	0	0	
LabelHistoryTableModel	class	0	0	
LabelHistoryTask	class	0	0	
LabelIndirectReferencesScript	class	0	0	
LabelIndirectStringReferencesScript	class	0	0	
LabelListingHover	class	0	0	
LabelListingHoverPlugin	class	0	1	
LabelLocationDescriptor	class	0	0	
LabelMarkupItemTest	class	0	0	
LabelMarkupType	class	0	0	
LabelMarkupUtils	class	0	0	
LabelMgrPlugin	class	0	1	
LabelMgrPluginScreenShots	class	0	0	
LabelMsType	class	0	0	
LabelSearchAddressIterator	class	0	0	
LabelString	class	0	0	
LabelSymbol	class	0	0	
LabelSymbolApplier	class	0	0	
LabelTableColumn	class	0	1	
LabelTestVertex	class	0	0	
LafType	enum	0	0	
LangVar	class	0	0	
Language	interface	2	0	OldLanguage,SleighLanguage
LanguageCompilerSpecPair	class	0	0	
LanguageCompilerSpecQuery	class	0	0	
LanguageConstraint	class	0	1	
LanguageDescription	interface	2	0	BasicLanguageDescription,SleighLanguageDescription
LanguageFixupUtil	class	0	0	
LanguageID	class	0	0	
LanguageName	enum	0	0	
LanguageNotFoundException	class	0	0	
LanguagePostUpgradeInstructionHandler	class	0	0	
LanguageProjectDataColumn	class	0	1	
LanguageProvider	interface	1	1	SleighLanguageProvider
LanguageProviderPlugin	class	0	1	
LanguageProviderPluginScreenShots	class	0	0	
LanguageService	interface	1	0	DefaultLanguageService
LanguageSortedTableModel	class	0	0	
LanguageTestWatcher	class	0	0	
LanguageTranslator	interface	2	1	ProgramArchitectureTranslator,SimpleLanguageTranslator
LanguageTranslatorAdapter	class	2	1	ProgramArchitectureTranslator,SimpleLanguageTranslator
LanguageTranslatorAdapterTest	class	0	0	
LanguageTranslatorFactory	class	0	0	
LanguageTranslatorFactoryMinion	interface	0	0	
LanguageUtilities	interface	0	0	
LanguageValue	class	0	0	
LanguageValueTest	class	0	0	
LanguageVersionException	class	0	0	
LanguagesAPIDemoScript	class	0	0	
LaunchAction	class	0	0	
LaunchErrorDialog	class	0	0	
LaunchFailureDialog	class	0	0	
LaunchParameter	record	0	0	
LaunchProperties	class	0	0	
LaunchSupport	class	0	0	
LaunchUrlInToolTest	class	0	0	
LayeredColorModel	class	0	0	
Layout	interface	17	0	AnchoredLayout,BowTieLayout,DecompilerNestedLayout,DegLayout,EmptyLayout,FGFlowChartLayout,JgtNamedLayout,JungLayout,JungWrappingVisualGraphLayoutAdapter,MultiRowLayout,RowLayout,SampleGraphJungLayout,SampleGraphLayout,SampleGraphPluginDependencyLayout,SingleRowLayout,TerminalLayout,TestGraphLayout
LayoutAlgorithmNames	class	0	0	
LayoutBackgroundColorManager	interface	4	0	EmptyLayoutBackgroundColorManager,LayoutBackgroundColorManagerAdapter,MixedLayoutBackgroundColorManager,MultiSelectionBlendedLayoutBackgroundColorManager
LayoutBackgroundColorManagerAdapter	class	0	0	
LayoutCache	class	0	0	
LayoutColorMapFactory	class	0	0	
LayoutFunction	class	0	0	
LayoutLocationMap	class	0	0	
LayoutLockedFieldPanelScrollCoordinator	class	0	0	
LayoutModel	interface	8	0	ByteViewerLayoutModel,ByteViewerPanel,ClangLayoutController,DebuggerMemoryBytesPanel,EmptyBigLayoutModel,ListingModelAdapter,TerminalLayoutModel,TestBigLayoutModel
LayoutModelIterator	class	0	0	
LayoutModelListener	interface	7	0	BreakpointsDecompilerMarginProvider,ByteViewerComponent,ClangLayoutController,DebuggerMemoryByteViewerComponent,FieldPanel,LineNumberDecompilerMarginProvider,TaintDecompilerMarginProvider
LayoutPixelIndexMap	interface	1	0	VerticalLayoutPixelIndexMap
LayoutPositions	class	0	0	
LayoutProvider	interface	9	0	BowTieLayoutProvider,DecompilerNestedLayoutProvider,DegLayoutProvider,FlowChartLayoutProvider,JgtNamedLayoutProvider,LeftAlignedFlowChartLayoutProvider,SampleGraphPluginDependencyLayoutProvider,TestFGLayoutProvider,TestLayoutProvider
LayoutProviderExtensionPoint	interface	6	1	BowTieLayoutProvider,DecompilerNestedLayoutProvider,DegLayoutProvider,FlowChartLayoutProvider,LeftAlignedFlowChartLayoutProvider,SampleGraphPluginDependencyLayoutProvider
LayoutTransitionManager	class	0	0	
LazyCollection	class	0	0	
LazyCramFsInputStream	class	0	0	
LazyGTestNode	class	0	0	
LazyGraphGroupSaveableXML	class	0	0	
LazyGraphRegroupSaveableXML	class	0	0	
LazyImageIcon	class	7	0	BytesImageIcon,DerivedImageIcon,DisabledImageIcon,ReflectedIcon,ScaledImageIcon,UnresolvedIcon,UrlImageIcon
LazyLoadingCachingMap	class	0	0	
LazySaveableXML	class	2	0	LazyGraphGroupSaveableXML,LazyGraphRegroupSaveableXML
Lbl	record	0	0	
Lcs	class	3	0	CodeUnitLCS,ReducingListBasedLcs,StringReducingLcs
LcsHintLoadSpecChooser	class	0	0	
LcsSelectionEvent	class	0	0	
LcsSelectionListener	interface	0	0	
LdcMethods	class	0	0	
LdcMethodsTest	class	0	0	
LdcTest	class	0	0	
LeafNode	class	0	0	
LeafReader	class	0	0	
LeafReaderContext	class	0	0	
LeafReaderContextSupplier	interface	1	0	DocValuesDocReader
LeafSliceNode	class	0	0	
LeftAlignedFlowChartLayoutProvider	class	0	1	
LeftAlignedFlowChartLayoutTest	class	0	0	
LeftShiftExpressionSolver	class	0	0	
LegacyIndexField	class	0	0	
LegendPanel	class	0	0	
LengthFilter	class	0	0	
LengthStringOrdinalSet	class	0	0	
LengthStringSet	class	1	0	LengthStringOrdinalSet
LessEqualEquation	class	0	0	
LessEquation	class	0	0	
LexerMultiplexer	class	1	0	SleighLexer
LhaRecognizer	class	0	1	
LibObjcDylib	class	0	0	
LibObjcOptimization	class	0	0	
LibrariesTable	class	0	0	
Library	interface	2	0	LibraryDB,Util
LibraryDB	class	0	0	
LibraryExportedSymbol	class	0	0	
LibraryHints	class	0	0	
LibraryLookupTable	class	0	0	
LibraryPathsDialog	class	0	0	
LibrarySearchPathFSBFileHandler	class	0	1	
LibrarySearchPathManager	class	0	0	
LibrarySymbol	class	0	0	
LibrarySymbolNode	class	0	0	
LibrarySymbolTable	class	0	0	
LibreTranslatePlugin	class	0	1	
LibreTranslateStringTranslationService	class	0	0	
LibreTranslateStringTranslationServiceTest	class	0	0	
Lifespan	interface	0	0	
LimitAddressSetsPanel	class	0	0	
LimitAddressSetsStep	class	0	0	
LineArrayListWriter	class	0	0	
LineLockedFieldPanelScrollCoordinator	class	2	0	DualDecompilerScrollCoordinator,LayoutLockedFieldPanelScrollCoordinator
LineNumber	class	0	0	
LineNumberDecompilerMarginProvider	class	0	0	
LineNumberTableAttribute	class	0	0	
LinearAddressCorrelation	class	0	0	
LinearAddressCorrelator	class	0	0	
LinearDataAddressCorrelation	class	0	0	
LinearExecutable	class	0	0	
LinearFunctionAddressCorrelation	class	0	0	
LinesC13Section	class	0	0	
LinkDatabase	class	0	0	
LinkEditDataCommand	class	5	0	CodeSignatureCommand,DataInCodeCommand,DyldChainedFixupsCommand,DyldExportsTrieCommand,FunctionStartsCommand
LinkFileInfo	interface	2	0	GhidraFile,RecentGhidraFile
LinkGhidraCommand	class	0	0	
LinkGhidraWizard	class	0	0	
LinkHandler	class	4	1	DBTraceLinkContentHandler,DataTypeArchiveLinkContentHandler,FolderLinkContentHandler,ProgramLinkContentHandler
LinkedByteBuffer	class	0	0	
LinkedDomainFile	interface	1	0	LinkedGhidraFile
LinkedDomainFolder	interface	2	0	LinkedGhidraFolder,LinkedGhidraSubFolder
LinkedGhidraFile	class	0	0	
LinkedGhidraFolder	class	0	0	
LinkedGhidraSubFolder	class	1	0	LinkedGhidraFolder
LinkerOptionCommand	class	0	0	
LinkerUnwindInfo	class	0	0	
LinuxFileUrlHandler	class	0	0	
LinuxIoctls	enum	0	0	
LinuxJavaFinder	class	2	0	MacJavaFinder,OpenBSDJavaFinder
LinuxPtyFactory	enum	0	0	
LinuxPtySessionLeader	class	0	0	
LinuxPtyTest	class	0	0	
LinuxSystemMapImportScript	class	0	0	
LisaLaunchScript	class	0	0	
LisaOptions	class	0	0	
LisaPlugin	class	0	1	
LisaTaintState	class	0	1	
Lisa_ResolveX86orX64LinuxSyscallsScript	class	0	0	
ListAccumulator	class	0	0	
ListDomainFiles	class	0	0	
ListFunctions	class	0	0	
ListIterator	class	3	0	ReverseListIterator,ReversedListIterator,UnmodifiableListIteratorSTL
ListLinked	class	0	0	
ListMountedFSBFileHandler	class	0	1	
ListMsType	class	0	0	
ListNodeSTL	class	0	0	
ListPanel	class	0	0	
ListRendererMouseEventForwarder	class	0	0	
ListSTL	class	0	0	
ListSelectionDialog	class	0	0	
ListSelectionTableDialog	class	0	0	
ListenTraceRmiScript	class	0	0	
ListenerErrorHandler	interface	0	0	
ListenerErrorHandlerFactory	interface	0	0	
ListenerSet	class	0	0	
ListenerSetTest	class	0	0	
Listing	interface	2	0	DBTraceProgramViewListing,ListingDB
ListingActionContext	class	6	0	CodeViewerActionContext,DebuggerListingActionContext,FunctionGraphEditableVertexLocationActionContext,FunctionGraphVertexLocationInFullViewModeActionContext,VTFunctionAssociationCompareContext,VTListingContext
ListingAddressCorrelation	interface	2	0	HashedFunctionAddressCorrelation,LinearAddressCorrelation
ListingBackgroundColorModel	interface	6	0	CursorBackgroundColorModel,LayeredColorModel,MarkerServiceBackgroundColorModel,MemoryStateListingBackgroundColorModel,MultiBlendedListingBackgroundColorModel,PropertyBasedBackgroundColorModel
ListingCodeComparisonOptions	class	0	0	
ListingCodeComparisonView	class	0	1	
ListingColors	class	0	0	
ListingCommentsSearchAndReplaceHandler	class	0	1	
ListingCommentsSearchAndReplaceTest	class	0	0	
ListingComparisonActionContext	class	0	0	
ListingContextAction	class	59	0	AddLabelAction,AddVarArgsAction,AllHistoryAction,AnalyzeStackRefsAction,ArmDisassembleAction,ChooseDataTypeAction,ClearFunctionAction,ContextAction,ConvertToBinaryAction,ConvertToCharAction,ConvertToDoubleAction,ConvertToFloatAction,ConvertToOctalAction,ConvertToSignedDecimalAction,ConvertToSignedHexAction,ConvertToUnsignedDecimalAction,ConvertToUnsignedHexAction,CreateArrayAction,CreateDefaultReferenceAction,CreateFunctionAction,CreateFunctionDefinitionAction,CreateMultipleFunctionsAction,CreateStructureAction,CycleGroupAction,DataAction,DeleteFunctionAction,DeleteReferencesAction,DeleteVarArgsAction,DisassembleAction,EditExternalLabelAction,EditFunctionPurgeAction,EditFunctionTagsAction,EditLabelAction,EditNameAction,EditOperandNameAction,EditStackAction,EditStructureAction,FindReferencesToAction,Hcs12DisassembleAction,LabelHistoryAction
ListingDB	class	0	0	
ListingDiff	class	0	0	
ListingDiffActionManager	class	0	0	
ListingDiffChangeListener	interface	1	0	ListingDisplay
ListingDiffHighlightProvider	class	0	0	
ListingDisplay	class	0	0	
ListingDisplayGoToService	class	0	0	
ListingDisplayNavigator	class	0	0	
ListingDisplayOptionsEditor	class	0	0	
ListingDisplaySearchAddressIterator	class	0	0	
ListingDisplaySearchTableModel	class	0	0	
ListingDisplaySearcher	class	0	0	
ListingDisplaySearcherTest	class	0	0	
ListingDisplaySynchronizer	class	0	0	
ListingDisplayToggleAction	class	0	0	
ListingField	interface	7	0	ErrorListingField,FunctionOpenCloseField,ImageFactoryField,IndentField,ListingTextField,OpenCloseField,VariableOpenCloseField
ListingFieldDescriptionProvider	class	0	0	
ListingFieldHighlightFactoryAdapter	class	0	0	
ListingFunctionGraphVertex	class	0	0	
ListingGraphComponentPanel	class	0	0	
ListingHighlightProvider	interface	4	0	ListingDiffHighlightProvider,ListingMiddleMouseHighlightProvider,MemoryMatchHighlighter,VTDualListingHighlightProvider
ListingHoverProvider	class	0	0	
ListingHoverService	interface	9	0	DataTypeListingHover,FunctionSignatureListingHover,LabelListingHover,ProgramAddressRelationshipListingHover,ReferenceListingHover,ScalarOperandListingHover,SourceMapFieldHover,TruncatedTextListingHover,VariableValueHoverService
ListingMarginProvider	interface	2	0	FlowArrowMarginProvider,MarkerMarginProvider
ListingMarginProviderService	interface	2	0	FlowArrowPlugin,MarkerManagerPlugin
ListingMergeConstants	interface	59	0	BookmarkMergeManagerTest,BookmarkMerger,BookmarkMergerNoteTest,CodeUnitMergeManager1Test,CodeUnitMergeManager2Test,CodeUnitMergeManager3Test,CodeUnitMergeManager4Test,CodeUnitMergeManager5Test,CodeUnitMergeManager6Test,CodeUnitMergeManagerOverrideTest,CodeUnitMerger,CommentMergeManager1Test,CommentMergeManager2Test,CommentMerger,DelaySlotCodeUnitMergeManagerTest,EquateMergeManager1Test,EquateMergeManager2Test,EquateMerger,ExternalFunctionMergeManagerTest,ExternalFunctionMerger,ExternalFunctionMerger1Test,ExternalFunctionMerger2Test,ExternalMergerAddTest,ExternalMergerChangeTest,ExternalMergerRemoveTest,ExternalMergerTest,ExternalProgramMerger,ExternalProgramMergerTest,ExternalUseForAllTest,FunctionMergeManager2Test,FunctionMergeManagerTest,FunctionMerger,FunctionMergerThunk2Test,FunctionMergerThunkTest,FunctionMergerUseForAllTest,FunctionTagListingMerger,FunctionTagMergeTest,FunctionTagMerger,ListingMergeManager,ProgramContextMergeManager
ListingMergeManager	class	0	0	
ListingMergePanel	class	0	0	
ListingMergePanelPlugin	class	0	1	
ListingMergePanelProvider	class	0	0	
ListingMerger	interface	10	0	BookmarkMerger,CodeUnitMerger,CommentMerger,EquateMerger,ExternalFunctionMerger,FunctionMerger,FunctionTagListingMerger,ReferenceMerger,SymbolMerger,UserDefinedPropertyMerger
ListingMiddleMouseHighlightProvider	class	0	0	
ListingModel	interface	4	0	EmptyListingModel,FGVertexListingModel,ListingModelConverter,ProgramBigListingModel
ListingModelAdapter	class	0	0	
ListingModelConverter	class	0	0	
ListingModelListener	interface	2	0	ListingModelAdapter,MultiListingLayoutModel
ListingOverviewProvider	interface	3	0	MarkerOverviewProvider,OverviewColorComponent,TimeOverviewColorComponent
ListingOverviewProviderService	interface	1	0	MarkerManagerPlugin
ListingPanel	class	1	0	FGVertexListingPanel
ListingPanelContainer	class	0	0	
ListingPanelTest	class	0	0	
ListingResult	record	0	0	
ListingStructureVariableAction	class	0	0	
ListingTest	class	0	0	
ListingTextField	class	1	0	ErrorListingField
ListingUnwoundFrame	class	0	0	
LiteralExpr	class	2	0	LiteralFloatExpr,LiteralLongExpr
LiteralFloatExpr	class	0	0	
LiteralLongExpr	class	0	0	
LittleEndianConverterTest	class	0	0	
LittleEndianDataConverter	class	1	0	GhidraLittleEndianDataConverter
LldbCommandsTest	class	0	0	
LldbConnectorsTest	class	0	0	
LldbDebuggerPlatformOpinion	class	0	1	
LldbHooksTest	class	0	0	
LldbMethodsTest	class	0	0	
LldbVersionTest	class	0	0	
